,id,name,model,status,hasgpr,exchange,gapfilled,gpr_nogap,gpr_gapfill
8194,rxn09244_c0,selenophosphate_L_seryl_tRNASec_selenium_transferase_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS00530,ACZ81_RS00530
8195,rxn01478_c0,S_Adenosyl_L_methionine_ethanolamine_phosphate_N_methyltransferase_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS00510 or ACZ81_RS03125,ACZ81_RS03125 or ACZ81_RS00510
8196,rxn05034_c0,solanesyl_diphosphate_4_hydroxybenzoate_nonaprenyltransferase_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS00340,ACZ81_RS00340
8197,rxn08119_c0,apolipoprotein_N_acyltransferase_phosphatidylethanolamine__periplasm_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS07145,ACZ81_RS07145
8198,rxn02584_c0,N_Methylhexanamide_amidohydrolase_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS04590,ACZ81_RS04590
8199,rxn13385_c0,ATP_1D_myo_inositol_hexakisphosphate_5_phosphotransferase_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS10675,ACZ81_RS10675
8200,rxn08306_c0,CDP_diacylglycerol_synthetase_n_C12_0_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS04855,ACZ81_RS04855
8201,rxn08821_c0,Lysophospholipase_L2_2_acylglycerophosphotidate__n_C16_1_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS14850 or ACZ81_RS02100 or ACZ81_RS06225,ACZ81_RS02100 or ACZ81_RS14850 or ACZ81_RS06225
8202,rxn00206_c0,superoxide_superoxide_oxidoreductase_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS14985 or ACZ81_RS05890,ACZ81_RS05890 or ACZ81_RS14985
8203,rxn05381_c0,14_methyl_3_hydroxy_hexa_decanoyl_ACP_hydro_lyase_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS04880,ACZ81_RS04880
8204,rxn13952_c0,tetrahydropalmatine_oxygen_oxidoreductase_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS10255,ACZ81_RS10255
8205,rxn02143_c0,Succinyl_CoA_3_oxoadipate_CoA_transferase_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS10085 or ACZ81_RS10090,ACZ81_RS10090 or ACZ81_RS10085
8206,rxn00484_c0,L_Tryptophan_decarboxy_lyase_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS16725,ACZ81_RS16725
8207,rxn00405_c0,L_arginine_carboxy_lyase_agmatine_forming_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS18890,ACZ81_RS18890
8208,rxn04704_c0,coproporphyrinogen_III_S_adenosyl_L_methionine_oxidoreductasedecarboxylating_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS11325,ACZ81_RS11325
8209,rxn14301_c0,L_arginine_taurine_amidinotransferase_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS15040,ACZ81_RS15040
8210,rxn03091_c0,S_Adenosyl_L_methionine_2_3_carboxy_3_aminopropyl_L_histidine_methyltransferase_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS11825,ACZ81_RS11825
8211,rxn00299_c0,GTP_7_8_8_9_dihydrolase_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS18145 or ACZ81_RS18665,ACZ81_RS18665 or ACZ81_RS18145
8212,rxn08546_c0,glycerol_3_phosphate_acyltransferase_C12_0_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS19590 or ACZ81_RS05120 or ACZ81_RS08570,ACZ81_RS05120 or ACZ81_RS08570 or ACZ81_RS19590
8213,rxn12013_c0,thiol_containing_reductant_hydroperoxide_oxidoreductase_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS00570,ACZ81_RS00570
8214,rxn06181_c0,ATP_protein_L_tyrosine_O_phosphotransferase_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS03405 or ACZ81_RS15085 or ACZ81_RS10010 or ACZ81_RS11605 or ACZ81_RS11615 or ACZ81_RS16000 or ACZ81_RS15260,ACZ81_RS15260 or ACZ81_RS16000 or ACZ81_RS11605 or ACZ81_RS03405 or ACZ81_RS11615 or ACZ81_RS10010 or ACZ81_RS15085
8215,rxn07230_c0,1_phosphatidyl_1D_myo_inositol_3_4_bisphosphate_4_phosphohydrolase_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS06085 or ACZ81_RS19370,ACZ81_RS19370 or ACZ81_RS06085
8216,rxn04737_c0,R06928_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS06525 or ACZ81_RS12305,ACZ81_RS06525 or ACZ81_RS12305
8217,rxn05735_c0,aldehyde_dehydrogenase_aminoacetaldehyde__NAD_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS02375 or ACZ81_RS15990,ACZ81_RS02375 or ACZ81_RS15990
8218,rxn03921_c0,R05649_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS06525 or ACZ81_RS12305,ACZ81_RS12305 or ACZ81_RS06525
8219,rxn00904_c0,L_Valine_pyruvate_aminotransferase_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS11410,ACZ81_RS11410
8220,rxn05671_c0,D_xylose_transport_in_via_proton_symport_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS18585,ACZ81_RS18585
8221,rxn00013_c0,D_Glucose_1_phosphate_D_glucose_1_phosphate_6_phosphotransferase_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS11895,ACZ81_RS11895
8222,rxn02916_c0,R04175_c0,RASTtk,nogpr,False,False,False,Unknown,Unknown
8223,rxn03618_c0,formaldehyde_NAD_plus__oxidoreductase_mycothiol_formylating_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS06525 or ACZ81_RS12305,ACZ81_RS12305 or ACZ81_RS06525
8224,rxn01133_c0,Acetyl_CoA_maltose_O_acetyltransferase_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS06950,ACZ81_RS06950
8225,rxn12639_c0,RXN0_6976c_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS17795 or ACZ81_RS11945 or ACZ81_RS15925 or ACZ81_RS15625 or ACZ81_RS10220 or ACZ81_RS04825,ACZ81_RS04825 or ACZ81_RS15625 or ACZ81_RS11945 or ACZ81_RS10220 or ACZ81_RS15925 or ACZ81_RS17795
8226,rxn03159_c0,UDP_2_3_bis3_hydroxytetradecanoylglucosamine_2_3_bis_3_hydroxytetradecanoyl_alpha_D_glucosaminyl_1_phosphate_2_3_bis3_hydroxytetradecanoyl_glucosaminyltransferase_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS04890,ACZ81_RS04890
8227,rxn01000_c0,prephenate_hydro_lyase_decarboxylating_phenylpyruvate_forming_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS06320,ACZ81_RS06320
8228,rxn03397_c0,UDP_L_rhamnose_flavonol_3_O_D_glucoside_L_rhamnosyltransferase_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS17515,ACZ81_RS17515
8229,rxn08120_c0,apolipoprotein_N_acyltransferase_phosphatidylglycerol__periplasm_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS07145,ACZ81_RS07145
8230,rxn00363_c0,Cytidine_5_monophosphate_phosphohydrolase_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS03135 or ACZ81_RS04010,ACZ81_RS04010 or ACZ81_RS03135
8231,rxn08128_c0,Amylomaltase_maltopentaose_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS11720,ACZ81_RS11720
8232,rxn03975_c0,FMNH2_NADP_plus__oxidoreductase_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS17435,ACZ81_RS17435
8233,rxn01281_c0,R_Glycerate_NADP_plus__oxidoreductase_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS09945,ACZ81_RS09945
8234,rxn00705_c0,D_Glucose_1_phosphate_D_glucose_1_phosphate_6_phosphotransferase_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS11895,ACZ81_RS11895
8235,rxn01670_c0,Nicotinamide_ribonucleotide_phosphohydrolase_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS03135 or ACZ81_RS04010,ACZ81_RS03135 or ACZ81_RS04010
8236,rxn12643_c0,RXN0_6979c_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS11945 or ACZ81_RS15925 or ACZ81_RS17795 or ACZ81_RS04825 or ACZ81_RS15625 or ACZ81_RS10220,ACZ81_RS11945 or ACZ81_RS10220 or ACZ81_RS15925 or ACZ81_RS17795 or ACZ81_RS04825 or ACZ81_RS15625
8237,rxn01300_c0,ATP_L_homoserine_O_phosphotransferase_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS15060,ACZ81_RS15060
8238,rxn06437_c0,L_Glutamine_tRNAGln_ligase_AMP_forming_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS13470,ACZ81_RS13470
8239,rxn00601_c0,succinyl_CoA_L_arginine_N2_succinyltransferase_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS12165 or ACZ81_RS01900,ACZ81_RS01900 or ACZ81_RS12165
8240,rxn03484_c0,3E_4_2_hydroxyphenyl_2_oxobut_3_enoate_hydro_lyase_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS09985,ACZ81_RS09985
8241,rxn02334_c0,3_5_Cyclic_nucleotide_5_nucleotidohydrolase_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS02950,ACZ81_RS02950
8242,rxn00321_c0,L_Lysine_2_3_aminomutase_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS03030,ACZ81_RS03030
8243,rxn05066_c0,7alpha_12alpha_dihydroxy_3_oxochol_4_enoate_hydro_lyase_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS04575,ACZ81_RS04575
8244,rxn14054_c0,trans_3_Chloro_2_propene_1_ol_NAD_plus__oxidoreductase_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS15785 or ACZ81_RS02770 or ACZ81_RS01595 or ACZ81_RS07000 or ACZ81_RS08955,ACZ81_RS01595 or ACZ81_RS07000 or ACZ81_RS15785 or ACZ81_RS08955 or ACZ81_RS02770
8245,rxn03012_c0,R04336_c0,RASTtk,nogpr,False,False,False,Unknown,Unknown
8246,rxn03908_c0,ATP_4_Cytidine_5_diphospho_2_C_methyl_D_erythritol_2_phosphotransferase_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS07315,ACZ81_RS07315
8247,rxn09197_c0,Phosphatidylserine_decarboxylase_n_C12_0_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS02180,ACZ81_RS02180
8248,rxn00838_c0,IMP_L_aspartate_ligase_GDP_forming_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS02370,ACZ81_RS02370
8249,rxn01561_c0,GDPglucose_D_glucose_6_phosphate_1_alpha_D_glucosyltransferase_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS18135,ACZ81_RS18135
8250,rxn02283_c0,5_Formyltetrahydrofolate_L_glutamate_N_formiminotransferase_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS00095,ACZ81_RS00095
8251,rxn03287_c0,3alpha_7alpha_24_trihydroxy_5beta_cholestanoyl_CoA_NAD_plus__oxidoreductase_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS09365,ACZ81_RS09365
8252,rxn05396_c0,9_methyl_decanoyl_ACP_malonyl_acyl_carrier_protein_C_acyltransferase_decarboxylating_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS05115 or ACZ81_RS08555 or ACZ81_RS08575,ACZ81_RS08555 or ACZ81_RS08575 or ACZ81_RS05115
8253,rxn00831_c0,Inosine_5_monophosphate_phosphohydrolase_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS04010 or ACZ81_RS03135,ACZ81_RS04010 or ACZ81_RS03135
8254,rxn00748_c0,glycerone_phosphate_phosphate_lyase_methylglyoxal_forming_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS02065 or ACZ81_RS09425,ACZ81_RS02065 or ACZ81_RS09425
8255,rxn06936_c0,L_Aspartate_tRNAAsp_ligase_AMP_forming_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS12170,ACZ81_RS12170
8256,rxn01352_c0,dGTP_triphosphohydrolase_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS11250,ACZ81_RS11250
8257,rxn12634_c0,methionyl_aminopeptidase_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS10220 or ACZ81_RS15625 or ACZ81_RS04825 or ACZ81_RS17795 or ACZ81_RS15925 or ACZ81_RS11945,ACZ81_RS15925 or ACZ81_RS17795 or ACZ81_RS11945 or ACZ81_RS10220 or ACZ81_RS15625 or ACZ81_RS04825
8258,rxn00883_c0,1D_myo_Inositol_3_phosphate_phosphohydrolase_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS13565,ACZ81_RS13565
8259,rxn01457_c0,D_Galacturonate_aldose_ketose_isomerase_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS12730 or ACZ81_RS11880,ACZ81_RS11880 or ACZ81_RS12730
8260,rxn01255_c0,5_O_1_Carboxyvinyl_3_phosphoshikimate_phosphate_lyase_chorismate_forming_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS05865,ACZ81_RS05865
8261,rxn05872_c0,Secondary_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS07000 or ACZ81_RS08955 or ACZ81_RS01595 or ACZ81_RS02770 or ACZ81_RS15785,ACZ81_RS08955 or ACZ81_RS15785 or ACZ81_RS02770 or ACZ81_RS07000 or ACZ81_RS01595
8262,rxn05406_c0,15_methyl_3_hydroxy_hexa_decanoyl_ACP_hydro_lyase_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS04880,ACZ81_RS04880
8263,rxn04727_c0,R06918_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS06525 or ACZ81_RS12305,ACZ81_RS12305 or ACZ81_RS06525
8264,rxn02497_c0,geranoyl_CoA_carbon_dioxide_ligase_ADP_forming_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS03450,ACZ81_RS03450
8265,rxn05251_c0,FACOAL170anteiso_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS16200 or ACZ81_RS03600 or ACZ81_RS12595 or ACZ81_RS12340 or ACZ81_RS03410 or ACZ81_RS11530,ACZ81_RS16200 or ACZ81_RS03410 or ACZ81_RS12340 or ACZ81_RS03600 or ACZ81_RS11530 or ACZ81_RS12595
8266,rxn14089_c0,cis_3_chloro_2_propene_1_ol_NAD_plus__oxidoreductase_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS15785 or ACZ81_RS08955 or ACZ81_RS07000 or ACZ81_RS01595 or ACZ81_RS02770,ACZ81_RS08955 or ACZ81_RS15785 or ACZ81_RS02770 or ACZ81_RS07000 or ACZ81_RS01595
8267,rxn00214_c0,UDP_glucose_4_epimerase_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS04670,ACZ81_RS04670
8268,rxn07268_c0,UDP_N_acetyl_D_glucosamine_beta_D_glucuronosyl_1_3_beta_D_galactosyl_1_3_beta_D_galactosyl_1_4_beta_D_xylosyl_proteoglycan_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS14765,ACZ81_RS14765
8269,rxn01981_c0,5_L_Glutamyl_L_amino_acid_5_glutamyltransferase_cyclizing_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS08625 or ACZ81_RS09225,ACZ81_RS09225 or ACZ81_RS08625
8270,rxn05496_c0,TRANS_RXNBWI_115637cemaizeexpL_ALPHA_ALANINE_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS07230,ACZ81_RS07230
8271,rxn00527_c0,L_tyrosine_2_oxoglutarate_aminotransferase_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS12715 or ACZ81_RS11065 or ACZ81_RS11380 or ACZ81_RS10510,ACZ81_RS10510 or ACZ81_RS12715 or ACZ81_RS11380 or ACZ81_RS11065
8272,rxn00095_c0,P1_P4_bis5_adenosyl_tetraphosphate_nucleotidebisphosphohydrolase_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS03480,ACZ81_RS03480
8273,rxn01215_c0,3_phospho_D_glyceroyl_phosphate_alpha_D_glucose_1_phosphate_6_phosphotransferase_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS10020,ACZ81_RS10020
8274,rxn12848_c0,Gly_Cys_ABC_transporters_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS14225,ACZ81_RS14225
8275,rxn03003_c0,2_Amino_3_carboxymuconate_semialdehyde_carboxy_lyase_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS19265,ACZ81_RS19265
8276,rxn06445_c0,L_proline_tRNAPro_ligase_AMP_forming_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS13400 or ACZ81_RS05705,ACZ81_RS05705 or ACZ81_RS13400
8277,rxn08804_c0,Lysophospholipase_L1_2_acylglycerophosphoethanolamine__n_C14_0_periplasm_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS14850 or ACZ81_RS02100 or ACZ81_RS06225,ACZ81_RS14850 or ACZ81_RS06225 or ACZ81_RS02100
8278,rxn01316_c0,phosphoenolpyruvate_N_acetyl_D_mannosamine_C_1_carboxyvinyltransferase_phosphate_hydrolysing__2_carboxy_2_oxoethyl_forming_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS05125 or ACZ81_RS03930,ACZ81_RS05125 or ACZ81_RS03930
8279,rxn00966_c0,chorismate_pyruvate_lyase_4_hydroxybenzoate_forming_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS00335,ACZ81_RS00335
8280,rxn13782_c0,Protein_biosynthesis_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS06385 or ACZ81_RS19940 or ACZ81_RS06255 or ACZ81_RS17310 or ACZ81_RS01675 or ACZ81_RS17315 or ACZ81_RS01665 or ACZ81_RS17320 or ACZ81_RS18445 or ACZ81_RS08105 or ACZ81_RS06270 or ACZ81_RS08100 or ACZ81_RS18035 or ACZ81_RS01705 or ACZ81_RS17290 or ACZ81_RS05705 or ACZ81_RS13255 or ACZ81_RS06625 or ACZ81_RS17305 or ACZ81_RS12125 or ACZ81_RS07945 or ACZ81_RS04830 or ACZ81_RS15405 or ACZ81_RS17345 or ACZ81_RS00035 or ACZ81_RS18010 or ACZ81_RS17330 or ACZ81_RS15615 or ACZ81_RS01680 or ACZ81_RS04910 or ACZ81_RS17285 or ACZ81_RS01670 or ACZ81_RS17270 or ACZ81_RS12170 or ACZ81_RS01690 or ACZ81_RS07960 or ACZ81_RS01685 or ACZ81_RS13470 or ACZ81_RS00030 or ACZ81_RS07955 or ACZ81_RS01700 or ACZ81_RS01660 or ACZ81_RS06785 or ACZ81_RS03660 or ACZ81_RS10600 or ACZ81_RS08785 or ACZ81_RS17340 or ACZ81_RS18455 or ACZ81_RS03275 or ACZ81_RS18030 or ACZ81_RS01695 or ACZ81_RS02675 or ACZ81_RS18005 or ACZ81_RS03655 or ACZ81_RS13270 or ACZ81_RS01655 or ACZ81_RS05810 or ACZ81_RS09340 or ACZ81_RS17325 or ACZ81_RS17350 or ACZ81_RS01920 or ACZ81_RS02680 or ACZ81_RS00095 or ACZ81_RS05390,ACZ81_RS17290 or ACZ81_RS05705 or ACZ81_RS17270 or ACZ81_RS06625 or ACZ81_RS13470 or ACZ81_RS15405 or ACZ81_RS03660 or ACZ81_RS06385 or ACZ81_RS13255 or ACZ81_RS04910 or ACZ81_RS18455 or ACZ81_RS00030 or ACZ81_RS13270 or ACZ81_RS01685 or ACZ81_RS07945 or ACZ81_RS17320 or ACZ81_RS10600 or ACZ81_RS17350 or ACZ81_RS18010 or ACZ81_RS08100 or ACZ81_RS08785 or ACZ81_RS04830 or ACZ81_RS18005 or ACZ81_RS18030 or ACZ81_RS01655 or ACZ81_RS08105 or ACZ81_RS01700 or ACZ81_RS01660 or ACZ81_RS06785 or ACZ81_RS03275 or ACZ81_RS17310 or ACZ81_RS18035 or ACZ81_RS19940 or ACZ81_RS02675 or ACZ81_RS17315 or ACZ81_RS17285 or ACZ81_RS17325 or ACZ81_RS01665 or ACZ81_RS01920 or ACZ81_RS18445 or ACZ81_RS00035 or ACZ81_RS01680 or ACZ81_RS06255 or ACZ81_RS01670 or ACZ81_RS01690 or ACZ81_RS12125 or ACZ81_RS02680 or ACZ81_RS07955 or ACZ81_RS07960 or ACZ81_RS09340 or ACZ81_RS17340 or ACZ81_RS17330 or ACZ81_RS06270 or ACZ81_RS05390 or ACZ81_RS17305 or ACZ81_RS01705 or ACZ81_RS17345 or ACZ81_RS05810 or ACZ81_RS15615 or ACZ81_RS01675 or ACZ81_RS03655 or ACZ81_RS12170 or ACZ81_RS00095 or ACZ81_RS01695
8281,rxn08442_c0,fatty_acid_CoA_thioesterase_tetradecenoate_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS10170,ACZ81_RS10170
8282,rxn04270_c0,cis_2_Methyl_5_isopropylhexa_2_5_dienal_dehydrogenase_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS06525 or ACZ81_RS12305,ACZ81_RS06525 or ACZ81_RS12305
8283,rxn11838_c0,4_hydroxy_5_phenyltetrahydro_1_3_oxazin_2_one_NAD_plus__oxidoreductase_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS15785 or ACZ81_RS01595 or ACZ81_RS02770 or ACZ81_RS07000 or ACZ81_RS08955,ACZ81_RS08955 or ACZ81_RS15785 or ACZ81_RS02770 or ACZ81_RS07000 or ACZ81_RS01595
8284,rxn01917_c0,ATP_N_acetyl_L_glutamate_5_phosphotransferase_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS02055,ACZ81_RS02055
8285,rxn10236_c0,anteisopentadecanoyl_phosphatidylserine_decarboxylase_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS02180,ACZ81_RS02180
8286,rxn03253_c0,Decanoyl_CoA_acceptor_2_3_oxidoreductase_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS13940 or ACZ81_RS11295 or ACZ81_RS00445 or ACZ81_RS08660 or ACZ81_RS14115 or ACZ81_RS11100,ACZ81_RS11295 or ACZ81_RS08660 or ACZ81_RS11100 or ACZ81_RS14115 or ACZ81_RS00445 or ACZ81_RS13940
8287,rxn01509_c0,ATP_dGMP_phosphotransferase_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS00535 or ACZ81_RS13015,ACZ81_RS00535 or ACZ81_RS13015
8288,rxn08528_c0,fumarate_reductase_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS09785 or ACZ81_RS09780 or ACZ81_RS09790 or ACZ81_RS09775,ACZ81_RS09775 or ACZ81_RS09785 or ACZ81_RS09780 or ACZ81_RS09790
8289,rxn01145_c0,Thymidylate_5_phosphohydrolase_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS04010 or ACZ81_RS03135,ACZ81_RS03135 or ACZ81_RS04010
8290,rxn07586_c0,cobalt_precorrin_5A_acylhydrolase_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS08290,ACZ81_RS08290
8291,rxn09205_c0,Phosphatidylserine_syntase_n_C12_0_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS12875,ACZ81_RS12875
8292,rxn03269_c0,dTDP_6_deoxy_L_mannose_NADP_plus__4_oxidoreductase_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS17045,ACZ81_RS17045
8293,rxn03916_c0,ATP_D_glycero_beta_D_manno_heptose_1_phosphate_adenylyltransferase_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS00970,ACZ81_RS00970
8294,rxn00158_c0,O_carbamoyl_L_serine_ammonia_lyase_decarboxylating_pyruvate_forming_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS10115,ACZ81_RS10115
8295,rxn01854_c0,Nalpha_Benzyloxycarbonyl_L_leucine_urethanehydrolase_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS12690,ACZ81_RS12690
8296,rxn09201_c0,Phosphatidylserine_decarboxylase_n_C16_1_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS02180,ACZ81_RS02180
8297,rxn03637_c0,Isovaleryl_CoA_malonyl_CoA_acyltransferase_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS08655 or ACZ81_RS08280,ACZ81_RS08280 or ACZ81_RS08655
8298,rxn05202_c0,TRANS_RXN_206ce_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS07865,ACZ81_RS07865
8299,rxn03035_c0,D_myo_Inositol_3_4_bisphosphate_4_phosphohydrolase_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS19370 or ACZ81_RS06085,ACZ81_RS06085 or ACZ81_RS19370
8300,rxn02115_c0,R_Acetoin_racemase_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS01925,ACZ81_RS01925
8301,rxn05547_c0,oligopeptide_transporting_ATPase_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS14225,ACZ81_RS14225
8302,rxn11721_c0,R08186_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS16350,ACZ81_RS16350
8303,rxn08352_c0,R08210_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS13240,ACZ81_RS13240
8304,rxn09106_c0,phosphatidylglycerol_phosphate_phosphatase_periplasm__n_C18_0_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS13010,ACZ81_RS13010
8305,rxn00187_c0,L_Glutamate_ammonia_ligase_ADP_forming_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS15550,ACZ81_RS15550
8306,rxn08850_c0,Lysophospholipase_L2_2_acylglycerophosphoglycerol__n_C18_0_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS14850 or ACZ81_RS02100 or ACZ81_RS06225,ACZ81_RS02100 or ACZ81_RS14850 or ACZ81_RS06225
8307,rxn05734_c0,aldehyde_dehydrogenase_glyoxylate__NAD_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS15990 or ACZ81_RS02375,ACZ81_RS02375 or ACZ81_RS15990
8308,rxn00772_c0,ATP_D_ribose_5_phosphotransferase_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS14565,ACZ81_RS14565
8309,rxn09103_c0,phosphatidylglycerol_phosphate_phosphatase_periplasm__n_C14_1_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS13010,ACZ81_RS13010
8310,rxn02229_c0,3_Mercaptopyruvate_cyanide_sulfurtransferase_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS06665,ACZ81_RS06665
8311,rxn00721_c0,ATP_anthranilate_N_adenylyltransferase_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS04820,ACZ81_RS04820
8312,rxn08812_c0,Lysophospholipase_L1_2_acylglycerophosphoglycerol__n_C14_1_periplasm_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS14850 or ACZ81_RS06225 or ACZ81_RS02100,ACZ81_RS06225 or ACZ81_RS14850 or ACZ81_RS02100
8313,rxn05682_c0,allantoin_transport_in_via_proton_symport_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS16570,ACZ81_RS16570
8314,rxn00006_c0,hydrogen_peroxide_hydrogen_peroxide_oxidoreductase_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS16920 or ACZ81_RS02015 or ACZ81_RS11995,ACZ81_RS16920 or ACZ81_RS02015 or ACZ81_RS11995
8315,rxn02503_c0,ATP_2_amino_4_hydroxy_6_hydroxymethyl_7_8_dihydropteridine_6_pyrophosphotransferase_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS03300 or ACZ81_RS17820,ACZ81_RS03300 or ACZ81_RS17820
8316,rxn03135_c0,R04558_c0,RASTtk,hasgpr,True,False,False,ACZ81_RS12735,ACZ81_RS12735
